Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2015	clathrin binding (GO:0030276)	2/29	0.0003418661725917297	0.0017559489774029	0	0	86.94553376906318	693.9202349386427	LDLRAP1;GPIHBP1
GO_Molecular_Function_2015	beta-amyloid binding (GO:0001540)	2/29	0.0003418661725917297	0.0017559489774029	0	0	86.94553376906318	693.9202349386427	APOE;LDLRAP1
GO_Molecular_Function_2015	cholesterol binding (GO:0015485)	2/34	0.0004710469585153871	0.0023142741874886	0	0	73.34191176470588	561.83958527557	CETP;APOA2
GO_Molecular_Function_2015	peptide binding (GO:0042277)	3/172	0.0005472743406372318	0.0025767500205002	0	0	21.98076923076923	165.08789372525163	GHR;APOE;LDLRAP1
GO_Molecular_Function_2015	sterol binding (GO:0032934)	2/38	0.0005889435697258123	0.002585578137811	0	0	65.1797385620915	484.753460150888	CETP;APOA2
GO_Molecular_Function_2015	amide binding (GO:0033218)	3/177	0.0005949117839211205	0.002585578137811	0	0	21.34375	158.5221106803827	GHR;APOE;LDLRAP1
GO_Molecular_Function_2015	enzyme activator activity (GO:0008047)	4/446	0.0007248160022050424	0.0030334891944136	0	0	11.788235294117648	85.22414012744143	APOC2;APOA2;APOE;APOA5
GO_Molecular_Function_2015	steroid binding (GO:0005496)	2/82	0.0027138129322115	0.0109521736192821	0	0	29.266176470588235	172.9455621679364	CETP;APOA2
GO_Molecular_Function_2015	phospholipase activity (GO:0004620)	2/90	0.003257992148771	0.0126949349245215	0	0	26.594919786096256	152.2996425743412	LIPC;LPL
GO_Molecular_Function_2015	enzyme inhibitor activity (GO:0004857)	3/336	0.0037293053498416	0.0140470501510701	0	0	11.063063063063064	61.859485472382666	PPP1R17;APOC2;APOA2
GO_Molecular_Function_2015	lipase activity (GO:0016298)	2/105	0.004404127838497	0.0160537563145213	0	0	22.70474014848658	123.17805215827336	LIPC;LPL
GO_Molecular_Function_2015	carboxylic ester hydrolase activity (GO:0052689)	2/111	0.0049077378387352	0.0173304492430339	0	0	21.448461953588776	114.04023181373678	LIPC;LPL
GO_Molecular_Function_2015	AP-2 adaptor complex binding (GO:0035612)	1/8	0.0075760122063041	0.0259421024034052	0	0	158.52380952380952	774.0350338275504	LDLRAP1
GO_Molecular_Function_2015	phospholipase activator activity (GO:0016004)	1/9	0.0085191858003351	0.028313764571702	0	0	138.70138888888889	660.9723846479391	APOC2
GO_Molecular_Function_2015	low-density lipoprotein receptor activity (GO:0005041)	1/10	0.0094615105123957	0.0288959645378572	0	0	123.28395061728396	574.5677163606151	LDLR
GO_Molecular_Function_2015	tau protein binding (GO:0048156)	1/10	0.0094615105123957	0.0288959645378572	0	0	123.28395061728396	574.5677163606151	APOE
GO_Molecular_Function_2015	hydrolase activity, acting on ether bonds (GO:0016801)	1/10	0.0094615105123957	0.0288959645378572	0	0	123.28395061728396	574.5677163606151	EPHX2
GO_Molecular_Function_2015	toxic substance binding (GO:0015643)	1/11	0.0104029870187894	0.0309351982400843	0	0	110.95	506.5602322657193	EPHX2
GO_Molecular_Function_2015	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor (GO:0016653)	1/12	0.0113436160025479	0.0328674002125106	0	0	100.85858585858584	451.7557080600296	NOS3
GO_Molecular_Function_2015	phosphotyrosine binding (GO:0001784)	1/13	0.0122833981550328	0.0347005997879679	0	0	92.44907407407408	406.7303181925871	LDLRAP1
GO_Molecular_Function_2015	lipoprotein particle receptor activity (GO:0030228)	1/14	0.013222334171232	0.035558399920397	0	0	85.33333333333333	369.13902050225767	LDLR
GO_Molecular_Function_2015	actin monomer binding (GO:0003785)	1/15	0.0141604247470607	0.035558399920397	0	0	79.23412698412699	337.3237811891663	NOS3
GO_Molecular_Function_2015	protein transmembrane transporter activity (GO:0008320)	1/15	0.0141604247470607	0.035558399920397	0	0	79.23412698412699	337.3237811891663	GPIHBP1
GO_Molecular_Function_2015	phospholipase binding (GO:0043274)	1/15	0.0141604247470607	0.035558399920397	0	0	79.23412698412699	337.3237811891663	APOC2
GO_Molecular_Function_2015	FMN binding (GO:0010181)	1/15	0.0141604247470607	0.035558399920397	0	0	79.23412698412699	337.3237811891663	NOS3
GO_Molecular_Function_2015	macromolecule transmembrane transporter activity (GO:0022884)	1/17	0.0160340723954654	0.039388047406252	0	0	69.32291666666667	286.5143387139707	GPIHBP1
GO_Molecular_Function_2015	receptor signaling complex scaffold activity (GO:0030159)	1/19	0.0179043467326211	0.0421498162663789	0	0	61.6141975308642	247.8561570760289	LDLRAP1
GO_Molecular_Function_2015	proline-rich region binding (GO:0070064)	1/19	0.0179043467326211	0.0421498162663789	0	0	61.6141975308642	247.8561570760289	GHR
GO_Molecular_Function_2015	protein phosphorylated amino acid binding (GO:0045309)	1/20	0.0188382206720142	0.0434432435905635	0	0	58.36842105263158	231.8316321803268	LDLRAP1
GO_Molecular_Function_2015	sodium channel regulator activity (GO:0017080)	1/27	0.0253518240632961	0.0561716886108325	0	0	42.638888888888886	156.69384876205734	PCSK9
GO_Molecular_Function_2015	bHLH transcription factor binding (GO:0043425)	1/27	0.0253518240632961	0.0561716886108325	0	0	42.638888888888886	156.69384876205734	USF1
GO_Molecular_Function_2015	SH2 domain binding (GO:0042169)	1/31	0.0290554700086194	0.0631397713648845	0	0	36.946296296296296	130.736261970552	GHR
GO_Molecular_Function_2015	peptide hormone binding (GO:0017046)	1/33	0.030902289613243	0.0658860137037069	0	0	34.63368055555556	120.41870977627713	GHR
GO_Molecular_Function_2015	ion channel inhibitor activity (GO:0008200)	1/34	0.0318244510525941	0.0665956105359839	0	0	33.582491582491585	115.77632426352072	PCSK9
GO_Molecular_Function_2015	channel inhibitor activity (GO:0016248)	1/35	0.0327457811830531	0.0672776958851819	0	0	32.59313725490196	111.43532169951338	PCSK9
GO_Molecular_Function_2015	protein phosphatase inhibitor activity (GO:0004864)	1/36	0.0336662807139245	0.0679337450120262	0	0	31.66031746031746	107.36832116912788	PPP1R17
GO_Molecular_Function_2015	phosphatase inhibitor activity (GO:0019212)	1/38	0.035504790801106	0.0703866905355259	0	0	29.945945945945947	99.96219201416405	PPP1R17
GO_Molecular_Function_2015	protein self-association (GO:0043621)	1/40	0.0373399869476018	0.0708683094707638	0	0	28.40740740740741	93.39476319093392	PCSK9
GO_Molecular_Function_2015	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen (GO:0016709)	1/40	0.0373399869476018	0.0708683094707638	0	0	28.40740740740741	93.39476319093392	NOS3
GO_Molecular_Function_2015	phospholipid transporter activity (GO:0005548)	1/41	0.0382563440505893	0.0708683094707638	0	0	27.695833333333333	90.3838530444344	CETP
GO_Molecular_Function_2015	phosphatidylinositol-4,5-bisphosphate binding (GO:0005546)	1/41	0.0382563440505893	0.0708683094707638	0	0	27.695833333333333	90.3838530444344	LDLRAP1
GO_Molecular_Function_2015	NADP binding (GO:0050661)	1/49	0.0455575103218218	0.0830322365542882	0	0	23.07060185185185	71.26000869785321	NOS3
GO_Molecular_Function_2015	phosphoprotein binding (GO:0051219)	1/52	0.0482818857194643	0.0866008426396742	0	0	21.71023965141612	65.79719781355674	LDLRAP1
GO_Molecular_Function_2015	phosphatidylinositol bisphosphate binding (GO:1902936)	1/56	0.0519029280414418	0.0916411073231707	0	0	20.12727272727273	59.54412256861738	LDLRAP1
GO_Molecular_Function_2015	protein complex scaffold (GO:0032947)	1/57	0.0528061471485762	0.0918014558121402	0	0	19.76686507936508	58.13687386922473	LDLRAP1
GO_Molecular_Function_2015	protein heterodimerization activity (GO:0046982)	2/408	0.0564911092750333	0.0952357828659205	0	0	5.6722689075630255	16.30024039952669	APOA2;USF1
GO_Molecular_Function_2015	cargo receptor activity (GO:0038024)	1/62	0.0573100286272796	0.0952357828659205	0	0	18.14207650273224	51.8732701693752	LDLR
GO_Molecular_Function_2015	hormone binding (GO:0042562)	1/62	0.0573100286272796	0.0952357828659205	0	0	18.14207650273224	51.8732701693752	GHR
GO_Molecular_Function_2015	protein phosphatase regulator activity (GO:0019888)	1/65	0.0600026111891116	0.0982651458604291	0	0	17.2890625	48.64048131974362	PPP1R17
GO_Molecular_Function_2015	signaling adaptor activity (GO:0035591)	1/67	0.0617936167940729	0.0997525528247178	0	0	16.763468013468014	46.668744079814495	LDLRAP1
GO_Molecular_Function_2015	protein kinase binding (GO:0019901)	2/437	0.0637771999159838	0.1011884628550153	0	0	5.286274509803921	14.5497279755143	GHR;USF1
GO_Molecular_Function_2015	antioxidant activity (GO:0016209)	1/70	0.0644740648279743	0.1011884628550153	0	0	16.03220611916264	43.95216853322471	APOE
GO_Molecular_Function_2015	flavin adenine dinucleotide binding (GO:0050660)	1/74	0.068036711755515	0.1038475470760656	0	0	15.150684931506849	40.72061468284932	NOS3
GO_Molecular_Function_2015	phosphatase regulator activity (GO:0019208)	1/75	0.0689253631035833	0.1038475470760656	0	0	14.945195195195195	39.97437769651857	PPP1R17
GO_Molecular_Function_2015	histone deacetylase binding (GO:0042826)	1/75	0.0689253631035833	0.1038475470760656	0	0	14.945195195195195	39.97437769651857	USF1
GO_Molecular_Function_2015	protein transporter activity (GO:0008565)	1/81	0.0742404367111781	0.1089502512774432	0	0	13.82013888888889	35.93852915100192	GPIHBP1
GO_Molecular_Function_2015	glycoprotein binding (GO:0001948)	1/81	0.0742404367111781	0.1089502512774432	0	0	13.82013888888889	35.93852915100192	LDLR
GO_Molecular_Function_2015	RNA polymerase II distal enhancer sequence-specific DNA binding transcription factor activity (GO:0003705)	1/84	0.07688718207239	0.1098470688377271	0	0	13.318607764390896	34.16777078072922	USF1
GO_Molecular_Function_2015	kinase binding (GO:0019900)	2/487	0.0770487517313285	0.1098470688377271	0	0	4.729169193450576	12.122359402170424	GHR;USF1
GO_Molecular_Function_2015	cytokine receptor activity (GO:0004896)	1/85	0.0777678363452935	0.1098470688377271	0	0	13.159391534391537	33.609445860060674	GHR
GO_Molecular_Function_2015	phosphatidylinositol phosphate binding (GO:1901981)	1/91	0.0830350705457495	0.1158390490329592	0	0	12.278395061728396	30.55469063103589	LDLRAP1
GO_Molecular_Function_2015	protein phosphatase binding (GO:0019903)	1/94	0.0856579879469774	0.1180408858293712	0	0	11.8805256869773	29.195118234670645	GHR
GO_Molecular_Function_2015	monooxygenase activity (GO:0004497)	1/99	0.090013728593284	0.1225488112173626	0	0	11.27154195011338	27.13954071246509	NOS3
GO_Molecular_Function_2015	channel regulator activity (GO:0016247)	1/102	0.0926177296022899	0.1245928981554614	0	0	10.935093509350937	26.017591233462856	PCSK9
GO_Molecular_Function_2015	oxidoreductase activity, acting on NAD(P)H (GO:0016651)	1/104	0.0943498067238511	0.1254297430564139	0	0	10.72168284789644	25.311170493332494	NOS3
GO_Molecular_Function_2015	amino acid binding (GO:0016597)	1/107	0.0969420504735893	0.1273773453897162	0	0	10.416666666666666	24.308769758353343	NOS3
GO_Molecular_Function_2015	double-stranded DNA binding (GO:0003690)	1/109	0.0986663061603863	0.1281527884611915	0	0	10.222736625514404	23.675978316785635	USF1
GO_Molecular_Function_2015	growth factor binding (GO:0019838)	1/123	0.1106490553839899	0.1420834461180779	0	0	9.043260473588342	19.907758995082983	GHR
GO_Molecular_Function_2015	protein binding, bridging (GO:0030674)	1/134	0.1199580336701754	0.1520915177927465	0	0	8.290726817042607	17.581425694017152	LDLRAP1
GO_Molecular_Function_2015	phosphatase binding (GO:0019902)	1/136	0.1216406266536847	0.1520915177927465	0	0	8.167078189300412	17.205455108167765	GHR
GO_Molecular_Function_2015	heme binding (GO:0020037)	1/137	0.1224807798153976	0.1520915177927465	0	0	8.106617647058824	17.022285145241106	NOS3
GO_Molecular_Function_2015	binding, bridging (GO:0060090)	1/146	0.1300079756659704	0.1579666801102651	0	0	7.6	15.505212041401464	LDLRAP1
GO_Molecular_Function_2015	tetrapyrrole binding (GO:0046906)	1/146	0.1300079756659704	0.1579666801102651	0	0	7.6	15.505212041401464	NOS3
GO_Molecular_Function_2015	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen (GO:0016705)	1/163	0.1440594252976683	0.1731778197727289	0	0	6.796639231824417	13.168688257105174	NOS3
GO_Molecular_Function_2015	serine-type endopeptidase activity (GO:0004252)	1/167	0.1473342598980382	0.1752502249313507	0	0	6.631526104417671	12.699713328461945	PCSK9
GO_Molecular_Function_2015	calmodulin binding (GO:0005516)	1/170	0.1497825923308897	0.1763065930561515	0	0	6.512820512820513	12.365048381101396	NOS3
GO_Molecular_Function_2015	iron ion binding (GO:0005506)	1/172	0.151411112275191	0.1763861411040885	0	0	6.435997400909682	12.149596209925718	NOS3
GO_Molecular_Function_2015	phosphatidylinositol binding (GO:0035091)	1/178	0.1562789599174832	0.1801992088844449	0	0	6.215944758317639	11.53749378505869	LDLRAP1
GO_Molecular_Function_2015	coenzyme binding (GO:0050662)	1/188	0.164333301555503	0.1847166291176587	0	0	5.880570409982175	10.619478571217371	NOS3
GO_Molecular_Function_2015	serine-type peptidase activity (GO:0008236)	1/188	0.164333301555503	0.1847166291176587	0	0	5.880570409982175	10.619478571217371	PCSK9
GO_Molecular_Function_2015	magnesium ion binding (GO:0000287)	1/190	0.165935404481604	0.1847166291176587	0	0	5.817754262198707	10.449598273643865	EPHX2
GO_Molecular_Function_2015	serine hydrolase activity (GO:0017171)	1/191	0.1667353643362937	0.1847166291176587	0	0	5.786842105263158	10.36624437507951	PCSK9
GO_Molecular_Function_2015	carboxylic acid binding (GO:0031406)	1/200	0.1739023671527052	0.1898129299483884	0	0	5.522613065326633	9.66049300943	NOS3
GO_Molecular_Function_2015	organic acid binding (GO:0043177)	1/201	0.1746950859701982	0.1898129299483884	0	0	5.494722222222222	9.586714339948625	NOS3
GO_Molecular_Function_2015	structure-specific DNA binding (GO:0043566)	1/241	0.2058194210572625	0.2215009007568635	0	0	4.569675925925926	7.223543055803272	USF1
GO_Molecular_Function_2015	phosphatase activity (GO:0016791)	1/266	0.2247038936990006	0.2373041120372624	0	0	4.133333333333334	6.170949988897747	EPHX2
GO_Molecular_Function_2015	cofactor binding (GO:0048037)	1/266	0.2247038936990006	0.2373041120372624	0	0	4.133333333333334	6.170949988897747	NOS3
GO_Molecular_Function_2015	phosphoric ester hydrolase activity (GO:0042578)	1/360	0.2919719409572502	0.3054891604460118	0	0	3.0365212008666047	3.738253883613978	EPHX2
GO_Molecular_Function_2015	actin binding (GO:0003779)	1/386	0.3095781411207712	0.3209388068499738	0	0	2.827705627705628	3.315611369575869	NOS3
GO_Molecular_Function_2015	sequence-specific DNA binding RNA polymerase II transcription factor activity (GO:0000981)	1/397	0.3169013548249539	0.3255441190474527	0	0	2.747615039281706	3.1574623141307585	USF1
GO_Molecular_Function_2015	endopeptidase activity (GO:0004175)	1/411	0.3261154119357637	0.3319913653039757	0	0	2.65189701897019	2.971461047422353	PCSK9
GO_Molecular_Function_2015	transcription factor binding (GO:0008134)	1/464	0.3599417565204459	0.3631555222036642	0	0	2.341972642188625	2.393058203997697	USF1
GO_Molecular_Function_2015	calcium ion binding (GO:0005509)	1/698	0.4909737261125201	0.4909737261125201	0	0	1.537063605930177	1.0934127349517866	LDLR
