Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Cellular_Component_2015	spherical high-density lipoprotein particle (GO:0034366)	2/8	2.385861825728848e-05	0.00015309280048426776	0	0	391.6666666666667	4168.651312579773	APOC2;APOA2
GO_Cellular_Component_2015	endocytic vesicle membrane (GO:0030666)	3/94	9.224789560944072e-05	0.0005463913816866873	0	0	40.98214285714285	380.7663633027371	NOS3;APOB;LDLR
GO_Cellular_Component_2015	endocytic vesicle lumen (GO:0071682)	2/16	0.00010179008516647866	0.0005598454684156327	0	0	167.78991596638656	1542.4252214039525	APOE;APOB
GO_Cellular_Component_2015	late endosome (GO:0005770)	3/107	0.00013553434100753716	0.0006957429505053574	0	0	35.8359375	319.1650909144719	PCSK9;APOE;LDLR
GO_Cellular_Component_2015	extrinsic component of membrane (GO:0019898)	3/115	0.00016779031092036597	0.0008074908713042613	0	0	33.26283482142857	289.14702110015463	GHR;PCSK9;APOE
GO_Cellular_Component_2015	clathrin-coated endocytic vesicle membrane (GO:0030669)	2/31	0.0003911033610206631	0.001771468164623	0	0	80.94117647058823	635.1080721816556	APOB;LDLR
GO_Cellular_Component_2015	cell surface (GO:0009986)	4/437	0.0006715141143061233	0.0028725881556428	0	0	12.038799076212472	87.9551713789407	GHR;LPL;PCSK9;LDLR
GO_Cellular_Component_2015	clathrin-coated vesicle membrane (GO:0030665)	2/48	0.0009396589163653946	0.0038080913979018	0	0	50.9846547314578	355.36271735381746	APOB;LDLR
GO_Cellular_Component_2015	extrinsic component of plasma membrane (GO:0019897)	2/52	0.0011021023027737	0.004243093865679	0	0	46.896470588235296	319.39008896603445	PCSK9;APOE
GO_Cellular_Component_2015	cytoplasmic vesicle membrane (GO:0030659)	3/229	0.0012536423100391	0.0045966884701435	0	0	16.389657079646017	109.5108064004529	NOS3;APOB;LDLR
GO_Cellular_Component_2015	side of membrane (GO:0098552)	3/235	0.0013503724117558	0.0047263034411455	0	0	15.9609375	105.45989724360516	LDLRAP1;LDLR;GPIHBP1
GO_Cellular_Component_2015	vesicle membrane (GO:0012506)	3/249	0.0015940931733572	0.0053367467108047	0	0	15.041920731707316	96.89178402429894	NOS3;APOB;LDLR
GO_Cellular_Component_2015	coated vesicle membrane (GO:0030662)	2/66	0.0017687514504928	0.0056747442369977	0	0	36.61213235294117	232.0287069409544	APOB;LDLR
GO_Cellular_Component_2015	vesicle lumen (GO:0031983)	2/76	0.0023368393222497	0.0069206395312781	0	0	31.64864864864865	191.7577689772636	APOE;APOB
GO_Cellular_Component_2015	cytoplasmic membrane-bounded vesicle lumen (GO:0060205)	2/76	0.0023368393222497	0.0069206395312781	0	0	31.64864864864865	191.7577689772636	APOE;APOB
GO_Cellular_Component_2015	plasma membrane region (GO:0098590)	3/395	0.0058561731262045	0.0167009381747315	0	0	9.369738520408164	48.16288218430025	NOS3;LDLRAP1;GPIHBP1
GO_Cellular_Component_2015	Golgi apparatus (GO:0005794)	4/865	0.0080077672225212	0.0220213598619334	0	0	5.921796360820751	28.58654401899225	PCSK9;APOE;APOB;LDLR
GO_Cellular_Component_2015	neurofilament (GO:0005883)	1/9	0.0085191858003351	0.0225556168002593	0	0	138.70138888888889	660.9723846479391	LDLRAP1
GO_Cellular_Component_2015	anchored component of membrane (GO:0031225)	2/150	0.0087879026494516	0.0225556168002593	0	0	15.76550079491256	74.63985907553369	LPL;GPIHBP1
GO_Cellular_Component_2015	endoplasmic reticulum lumen (GO:0005788)	2/154	0.0092435818052652	0.0229598644840458	0	0	15.347523219814242	71.88512564020364	APOA2;APOB
GO_Cellular_Component_2015	extracellular vesicular exosome (GO:0070062)	7/2717	0.0095852849936314	0.0230645920159257	0	0	3.717619926199262	17.277735895755228	CETP;EPHX2;APOC2;APOA2;LPL;APOE;APOB
GO_Cellular_Component_2015	blood microparticle (GO:0072562)	2/161	0.0100660730684805	0.0234875038264545	0	0	14.666666666666666	67.44590763849045	APOA2;APOE
GO_Cellular_Component_2015	ER to Golgi transport vesicle (GO:0030134)	1/11	0.0104029870187894	0.0235597058954937	0	0	110.95	506.5602322657193	PCSK9
GO_Cellular_Component_2015	endosome lumen (GO:0031904)	1/12	0.0113436160025479	0.0249559552056054	0	0	100.85858585858584	451.7557080600296	APOB
GO_Cellular_Component_2015	endosome membrane (GO:0010008)	2/175	0.0118052439555628	0.025250105127176	0	0	13.470248214892894	59.79728001849212	APOB;LDLR
GO_Cellular_Component_2015	external side of plasma membrane (GO:0009897)	2/191	0.0139431435023671	0.0290168121535747	0	0	12.319950202303144	52.64028155398073	LDLR;GPIHBP1
GO_Cellular_Component_2015	endosomal part (GO:0044440)	2/200	0.0152144484017713	0.0308292770246419	0	0	11.754604872251932	49.19901329869125	APOB;LDLR
GO_Cellular_Component_2015	anchored component of external side of plasma membrane (GO:0031362)	1/20	0.0188382206720142	0.0371934100447461	0	0	58.36842105263158	231.8316321803268	GPIHBP1
GO_Cellular_Component_2015	basal plasma membrane (GO:0009925)	1/26	0.0244238237126149	0.0459549920493502	0	0	44.34666666666666	164.6235293172426	LDLRAP1
GO_Cellular_Component_2015	lysosome (GO:0005764)	2/261	0.0250663592996455	0.0459549920493502	0	0	8.958437429025665	33.02284825100345	PCSK9;LDLR
GO_Cellular_Component_2015	lytic vacuole (GO:0000323)	2/261	0.0250663592996455	0.0459549920493502	0	0	8.958437429025665	33.02284825100345	PCSK9;LDLR
GO_Cellular_Component_2015	neuronal cell body (GO:0043025)	2/270	0.0266930758808671	0.0473555825592059	0	0	8.653643546971027	31.35518867032616	GHR;APOE
GO_Cellular_Component_2015	receptor complex (GO:0043235)	2/272	0.0270603328909747	0.0473555825592059	0	0	8.588671023965142	31.0024085972725	GHR;LDLR
GO_Cellular_Component_2015	clathrin adaptor complex (GO:0030131)	1/31	0.0290554700086194	0.0497171375703043	0	0	36.946296296296296	130.736261970552	LDLRAP1
GO_Cellular_Component_2015	vacuole (GO:0005773)	2/293	0.0310404131403536	0.0519589524305919	0	0	7.96038002829998	27.642143214694865	PCSK9;LDLR
GO_Cellular_Component_2015	rough endoplasmic reticulum (GO:0005791)	1/35	0.0327457811830531	0.0536473436403211	0	0	32.59313725490196	111.43532169951338	PCSK9
GO_Cellular_Component_2015	cell body (GO:0044297)	2/315	0.0354454155354498	0.0568603540881175	0	0	7.39259537680887	24.68950436264924	GHR;APOE
GO_Cellular_Component_2015	AP-type membrane coat adaptor complex (GO:0030119)	1/39	0.0364228027645029	0.0572358329156474	0	0	29.156432748538013	96.58244018092805	LDLRAP1
GO_Cellular_Component_2015	anchored component of plasma membrane (GO:0046658)	1/40	0.0373399869476018	0.0575035798993067	0	0	28.40740740740741	93.39476319093392	GPIHBP1
GO_Cellular_Component_2015	cytoplasmic side of plasma membrane (GO:0009898)	1/42	0.0391718747772544	0.059141850153894	0	0	27.018970189701896	87.53595883632167	LDLRAP1
GO_Cellular_Component_2015	cytoplasmic side of membrane (GO:0098562)	1/45	0.0419135157339488	0.0617186505357948	0	0	25.1729797979798	79.85239065693193	LDLRAP1
GO_Cellular_Component_2015	extracellular matrix (GO:0031012)	2/348	0.042481668550612	0.0617186505357948	0	0	6.676300578034682	21.08831463058529	LPL;APOE
GO_Cellular_Component_2015	coated pit (GO:0005905)	1/54	0.0500940414463445	0.0714303924327505	0	0	20.88888888888889	62.53826707779693	LDLR
GO_Cellular_Component_2015	plasma membrane raft (GO:0044853)	1/58	0.0537085510612333	0.0738492577091959	0	0	19.41910331384016	56.7850128051737	NOS3
GO_Cellular_Component_2015	caveola (GO:0005901)	1/58	0.0537085510612333	0.0738492577091959	0	0	19.41910331384016	56.7850128051737	NOS3
GO_Cellular_Component_2015	recycling endosome (GO:0055037)	1/60	0.0555109160756712	0.0749884304881874	0	0	18.75894538606403	54.2354050228785	LDLRAP1
GO_Cellular_Component_2015	transport vesicle (GO:0030133)	1/62	0.0573100286272796	0.0760840035224229	0	0	18.14207650273224	51.8732701693752	PCSK9
GO_Cellular_Component_2015	endoplasmic reticulum membrane (GO:0005789)	2/449	0.0668830740464742	0.0872880796877715	0	0	5.141202789840769	13.905973364117523	APOB;LMF1
GO_Cellular_Component_2015	coated vesicle (GO:0030135)	1/75	0.0689253631035833	0.088454215982932	0	0	14.945195195195195	39.97437769651857	PCSK9
GO_Cellular_Component_2015	cytosol (GO:0005829)	5/2529	0.0821640414307075	0.1037152654125324	0	0	2.470143762734888	6.172981954753054	NOS3;EPHX2;APOA2;LDLRAP1;APOB
GO_Cellular_Component_2015	peroxisome (GO:0005777)	1/109	0.0986663061603863	0.1225371866830605	0	0	10.222736625514404	23.675978316785635	EPHX2
GO_Cellular_Component_2015	microbody (GO:0042579)	1/123	0.1106490553839899	0.1352377343582099	0	0	9.043260473588342	19.907758995082983	EPHX2
GO_Cellular_Component_2015	basolateral plasma membrane (GO:0016323)	1/138	0.1233201716269848	0.1483695814887161	0	0	8.047039740470398	16.84222309997927	GPIHBP1
GO_Cellular_Component_2015	axon (GO:0030424)	1/161	0.1424175430850783	0.1687100125777081	0	0	6.882291666666666	13.41353203158835	LDLRAP1
GO_Cellular_Component_2015	actin cytoskeleton (GO:0015629)	1/193	0.1683331039683415	0.1949495886913806	0	0	5.725983796296297	10.20261805645373	APOB
GO_Cellular_Component_2015	intermediate filament (GO:0005882)	1/196	0.170724272532661	0.1949495886913806	0	0	5.637037037037037	9.964621177857772	LDLRAP1
GO_Cellular_Component_2015	membrane raft (GO:0045121)	1/200	0.1739023671527052	0.1949495886913806	0	0	5.522613065326633	9.66049300943	NOS3
GO_Cellular_Component_2015	apical plasma membrane (GO:0016324)	1/201	0.1746950859701982	0.1949495886913806	0	0	5.494722222222222	9.586714339948625	GPIHBP1
GO_Cellular_Component_2015	dendrite (GO:0030425)	1/236	0.201990600469482	0.2221896605164302	0	0	4.6680851063829785	7.466761379349796	APOE
GO_Cellular_Component_2015	transcription factor complex (GO:0005667)	1/268	0.2261961290939603	0.2453112949328865	0	0	4.101955888472743	6.096953736005001	USF1
GO_Cellular_Component_2015	Golgi membrane (GO:0000139)	1/308	0.2554755613496378	0.2732169197766959	0	0	3.560260586319218	4.858433149705126	NOS3
GO_Cellular_Component_2015	integral component of plasma membrane (GO:0005887)	2/1066	0.2689440313080856	0.2836806905578437	0	0	2.0916629809818663	2.7468805577093263	GHR;LDLR
GO_Cellular_Component_2015	perinuclear region of cytoplasm (GO:0048471)	1/411	0.3261154119357637	0.3393363070142406	0	0	2.65189701897019	2.971461047422353	PCSK9
GO_Cellular_Component_2015	cytoplasmic membrane-bounded vesicle (GO:0016023)	1/492	0.3771564639509044	0.3872139696562618	0	0	2.205250056573885	2.1503286432813	PCSK9
GO_Cellular_Component_2015	mitochondrion (GO:0005739)	1/1269	0.7123674467928519	0.7217407026717052	0	0	0.819882579740624	0.2780725430410288	GHR
GO_Cellular_Component_2015	nucleolus (GO:0005730)	1/1653	0.8059856456077189	0.8059856456077189	0	0	0.616390906645144	0.1329489515678011	USF1
